"","Day","Hour","x","y"
"1",3,1,0.880919878138229,0.554786244407296
"2",3,2,0.245771397836506,0.324813138926402
"3",3,3,0.805219019996002,0.680158311733976
"4",3,4,0.840279594762251,0.0505726975388825
"5",3,5,0.314158340217546,0.160231141606346
"6",3,6,0.00182635965757072,0.217033354798332
"7",3,7,0.28387763001956,0.069481898099184
"8",3,8,0.452895327704027,0.671350716147572
"9",3,9,0.740612600697204,0.836235150229186
"10",3,10,0.183929972350597,0.672505088848993
"11",3,11,0.964403236983344,0.570273052202538
"12",3,12,0.442474134033546,0.524875908624381
"13",3,13,0.332894211402163,0.871376511175185
"14",3,14,0.0301105624530464,0.637507526436821
"15",3,15,0.962037734920159,0.435406237607822
"16",3,16,0.356590920360759,0.657287561800331
"17",3,17,0.0908544252160937,0.755074290791526
"18",3,18,0.464229344157502,0.360541037516668
"19",3,19,0.131293927785009,0.159095245180652
"20",3,20,0.281430573668331,0.382527766982093
"21",3,21,0.519551073666662,0.576082423795015
"22",3,22,0.766978320432827,0.182979239150882
"23",3,23,0.863663316937163,0.230858311289921
"24",3,24,0.870688226306811,0.646595536032692
