"","Day","Hour","x","y"
"1",13,1,0.566036920063198,0.767659246921539
"2",13,2,0.980118028121069,0.46798761584796
"3",13,3,0.235611235024408,0.176893899682909
"4",13,4,0.450555069372058,0.68403875338845
"5",13,5,0.593870994867757,0.18561902618967
"6",13,6,0.299215853679925,0.912666805321351
"7",13,7,0.1650991209317,0.478376048151404
"8",13,8,0.246324040694162,0.238314832327887
"9",13,9,0.327907614642754,0.301032313378528
"10",13,10,0.783928396878764,0.675487633794546
"11",13,11,0.70326486765407,0.186805075965822
"12",13,12,0.917983944294974,0.682345032459125
"13",13,13,0.605279330629855,0.231491237413138
"14",13,14,0.35457032546401,0.732668595155701
"15",13,15,0.879754063673317,0.700440361863002
"16",13,16,0.573560661869124,0.822929182788357
"17",13,17,0.957057524239644,0.948974437080324
"18",13,18,0.773618643404916,0.715413094731048
"19",13,19,0.495576611720026,0.47817564685829
"20",13,20,0.921766715589911,0.0540116922929883
"21",13,21,0.80609766789712,0.715380936628208
"22",13,22,0.626779814716429,0.46216874755919
"23",13,23,0.347769045969471,0.376740242820233
"24",13,24,0.39883891469799,0.924715024186298
