"","Day","Hour","x","y"
"1",6,1,0.135263704229146,0.59075957047753
"2",6,2,0.0883850352838635,0.714368801796809
"3",6,3,0.203264717943966,0.619248888688162
"4",6,4,0.17538803559728,0.980554601876065
"5",6,5,0.913539361907169,0.0625532162375748
"6",6,6,0.00136571610346437,0.0226571490056813
"7",6,7,0.663875776808709,0.115686391713098
"8",6,8,0.761622494552284,0.255584724713117
"9",6,9,0.0102662325371057,0.157193633494899
"10",6,10,0.201199212111533,0.848098532762378
"11",6,11,0.69751587184146,0.493563290452585
"12",6,12,0.582794635556638,0.864682214567438
"13",6,13,0.515824664384127,0.194277160568163
"14",6,14,0.778786084847525,0.680653485702351
"15",6,15,0.8231809171848,0.425746136810631
"16",6,16,0.0976325497031212,0.461269653402269
"17",6,17,0.83423836575821,0.319451818009838
"18",6,18,0.995169184636325,0.172363663325086
"19",6,19,0.0126029856037349,0.308296752627939
"20",6,20,0.825461128726602,0.901074852095917
"21",6,21,0.16418322827667,0.113161112880334
"22",6,22,0.577389399288222,0.474275587592274
"23",6,23,0.699771193088964,0.241696638055146
"24",6,24,0.0718528761062771,0.792361145140603
