"","Day","Hour","x","y"
"1",2,1,0.0239082158077508,0.504734254442155
"2",2,2,0.643316926667467,0.31565805641003
"3",2,3,0.693550545256585,0.547009250381961
"4",2,4,0.80263562547043,0.560504072112963
"5",2,5,0.176666914252564,0.32389979949221
"6",2,6,0.414578617317602,0.439408600097522
"7",2,7,0.7126265889965,0.323200681479648
"8",2,8,0.830934644909576,0.479654025984928
"9",2,9,0.0340173984877765,0.353157978970557
"10",2,10,0.379227479919791,0.138962874887511
"11",2,11,0.92737550358288,0.875323831569403
"12",2,12,0.418279467150569,0.165218684123829
"13",2,13,0.691287854686379,0.227670491673052
"14",2,14,0.190059280255809,0.449035934172571
"15",2,15,0.0949812124017626,0.217325806152076
"16",2,16,0.750153662869707,0.498206527903676
"17",2,17,0.622530487831682,0.688278262736276
"18",2,18,0.776244883891195,0.977654080139473
"19",2,19,0.176646558800712,0.574548919219524
"20",2,20,0.973661351716146,0.255414094775915
"21",2,21,0.222497386857867,0.935496082063764
"22",2,22,0.645671996288002,0.581453769933432
"23",2,23,0.145626059966162,0.753635193454102
"24",2,24,0.315550488187,0.601336913183331
