"","Day","Hour","x","y"
"1",5,1,0.726717664627358,0.790887820767239
"2",5,2,0.0608018019702286,0.766519558383152
"3",5,3,0.223099359078333,0.514814920024946
"4",5,4,0.275788733270019,0.294961576582864
"5",5,5,0.322827917523682,0.447335401549935
"6",5,6,0.460046690888703,0.453958219382912
"7",5,7,0.422357190400362,0.391309696016833
"8",5,8,0.114572179503739,0.171342744957656
"9",5,9,0.675188836175948,0.892112128669396
"10",5,10,0.0127384513616562,0.377716629998758
"11",5,11,0.934070756658912,0.698126127710566
"12",5,12,0.7647358935792,0.421972419833764
"13",5,13,0.713250895962119,0.181513176998124
"14",5,14,0.645089262165129,0.195711152860895
"15",5,15,0.494876026408747,0.471706496784464
"16",5,16,0.180376456817612,0.454615925438702
"17",5,17,0.951846670825034,0.754660826874897
"18",5,18,0.245000399881974,0.0426351013593376
"19",5,19,0.770919278962538,0.332952127559111
"20",5,20,0.0644948985427618,0.323574378853664
"21",5,21,0.306776190409437,0.461717909667641
"22",5,22,0.77391060302034,0.800800518598408
"23",5,23,0.32861178740859,0.0736743418965489
"24",5,24,0.848231371492147,0.752001717919484
