"","Day","Hour","x","y"
"1",19,1,0.224842198658735,0.841048143338412
"2",19,2,0.399703714763746,0.821334433276206
"3",19,3,0.318009951617569,0.308342218864709
"4",19,4,0.408136381069198,0.163896251702681
"5",19,5,0.813485436607152,0.227100532734767
"6",19,6,0.0752236384432763,0.956467318115756
"7",19,7,0.245664860587567,0.384978444548324
"8",19,8,0.233352127019316,0.681059162598103
"9",19,9,0.777395881479606,0.192643400048837
"10",19,10,0.156855774112046,0.114922693232074
"11",19,11,0.855300385970622,0.850399655522779
"12",19,12,0.645979476859793,0.482047848403454
"13",19,13,0.783286933787167,0.37267389614135
"14",19,14,0.704122936120257,0.779462032718584
"15",19,15,0.813510301988572,0.0143743753433228
"16",19,16,0.529686118010432,0.493286256445572
"17",19,17,0.861850372049958,0.977848668349907
"18",19,18,0.431810971349478,0.409930922789499
"19",19,19,0.832402830012143,0.814547505928203
"20",19,20,0.756163252983242,0.51602098508738
"21",19,21,0.551528841257095,0.289166174596176
"22",19,22,0.738736572675407,0.421188328880817
"23",19,23,0.787790779024363,0.985255651874468
"24",19,24,0.698254190152511,0.58897696970962
