"","Day","Hour","x","y"
"1",20,1,0.898319037398323,0.720564551185817
"2",20,2,0.816162863047794,0.537069846410304
"3",20,3,0.948769110254943,0.794870731187984
"4",20,4,0.723059812793508,0.817200109129772
"5",20,5,0.415082992054522,0.592056233435869
"6",20,6,0.877218886977062,0.143051034072414
"7",20,7,0.974833981832489,0.351059211185202
"8",20,8,0.471451456658542,0.0723064027260989
"9",20,9,0.952431148383766,0.713396014412865
"10",20,10,0.198623335221782,0.603747492656112
"11",20,11,0.746422166004777,0.108303972752765
"12",20,12,0.540584827074781,0.996882357867435
"13",20,13,0.820911715505645,0.470730181783438
"14",20,14,0.557708909735084,0.458047691499814
"15",20,15,0.891089133918285,0.477243740577251
"16",20,16,0.853689642390236,0.689978159032762
"17",20,17,0.582186108222231,0.566225657006726
"18",20,18,0.498861637199298,0.210868802620098
"19",20,19,0.924695493187755,0.712886872934178
"20",20,20,0.513467069715261,0.544047915609553
"21",20,21,0.942728275200352,0.965467844391242
"22",20,22,0.0657692216336727,0.322717416565865
"23",20,23,0.764298432739452,0.54955721902661
"24",20,24,0.790258346125484,0.0714254339691252
