"","Day","Hour","x","y"
"1",14,1,0.537635338492692,0.819961561821401
"2",14,2,0.281681604217738,0.911412719171494
"3",14,3,0.681724133435637,0.226167328190058
"4",14,4,0.717707256553695,0.408089995849878
"5",14,5,0.824572050245479,0.548623133683577
"6",14,6,0.648578971857205,0.276541189523414
"7",14,7,0.170032354770228,0.105714028468356
"8",14,8,0.675958421314135,0.961098126368597
"9",14,9,0.625170866725966,0.178190493257716
"10",14,10,0.2428885595873,0.0183001013938338
"11",14,11,0.403207704424858,0.100329305976629
"12",14,12,0.957436323398724,0.0144304072018713
"13",14,13,0.0541465624701232,0.423751842463389
"14",14,14,0.140263262670487,0.764037935994565
"15",14,15,0.188150241971016,0.699691316578537
"16",14,16,0.939953904831782,0.072326234774664
"17",14,17,0.309640331426635,0.204313963651657
"18",14,18,0.373641381040215,0.383274951949716
"19",14,19,0.66427267040126,0.419435689924285
"20",14,20,0.828378195874393,0.361552157672122
"21",14,21,0.919267029501498,0.778117388021201
"22",14,22,0.785464719170704,0.288043569540605
"23",14,23,0.565940389875323,0.416729446966201
"24",14,24,0.73774013062939,0.576193348038942
