"","Day","Hour","x","y"
"1",7,1,0.79145545931533,0.604056653566658
"2",7,2,0.919186119688675,0.0875875055789948
"3",7,3,0.480720957741141,0.0351543969009072
"4",7,4,0.332684786757454,0.730266181286424
"5",7,5,0.525567738804966,0.407501775072888
"6",7,6,0.661476640962064,0.675856443122029
"7",7,7,0.632664708653465,0.272439957363531
"8",7,8,0.352340454934165,0.910881027113646
"9",7,9,0.0192024179268628,0.421689972979948
"10",7,10,0.210285577923059,0.842356620822102
"11",7,11,0.14570490620099,0.905141630442813
"12",7,12,0.416280756238848,0.240561682265252
"13",7,13,0.667414878960699,0.715116038685665
"14",7,14,0.512479323893785,0.713628009427339
"15",7,15,0.989229259314016,0.841972457244992
"16",7,16,0.118630677461624,0.625818765722215
"17",7,17,0.254020863212645,0.40101522882469
"18",7,18,0.0292551207821816,0.50510362861678
"19",7,19,0.461332271108404,0.999416323145851
"20",7,20,0.345723538659513,0.0681745673064142
"21",7,21,0.289993186248466,0.651341267861426
"22",7,22,0.653641050215811,0.298491819761693
"23",7,23,0.972831304417923,0.797372228931636
"24",7,24,0.0826280387118459,0.853585822507739
