"","Day","Hour","x","y"
"1",4,1,0.125642145285383,0.874479547375813
"2",4,2,0.492090785410255,0.355580830015242
"3",4,3,0.796797801973298,0.0543833279516548
"4",4,4,0.759616970317438,0.716207729419693
"5",4,5,0.428916578181088,0.428688097046688
"6",4,6,0.542749018641189,0.305688592372462
"7",4,7,0.67277104081586,0.700227111577988
"8",4,8,0.382105805212632,0.885093359975144
"9",4,9,0.668539192294702,0.0653938895557076
"10",4,10,0.0693152423482388,0.793224823428318
"11",4,11,0.555337007623166,0.529967353213578
"12",4,12,0.715547563042492,0.329083639662713
"13",4,13,0.430465686134994,0.801706160884351
"14",4,14,0.23811878846027,0.619359618984163
"15",4,15,0.54603256075643,0.947609184775501
"16",4,16,0.708194269565865,0.919761356664822
"17",4,17,0.143579480238259,0.496170837432146
"18",4,18,0.191542815417051,0.669601575471461
"19",4,19,0.653551732655615,0.245488356566057
"20",4,20,0.278467256342992,0.741439328761771
"21",4,21,0.094948576297611,0.180372084490955
"22",4,22,0.419095339253545,0.617178618209437
"23",4,23,0.366731744725257,0.603668042458594
"24",4,24,0.138306948589161,0.744747674558312
