"","Day","Hour","x","y"
"1",12,1,0.878598902549129,0.915604329318739
"2",12,2,0.909813701466192,0.815618969558273
"3",12,3,0.898580501263496,0.822615028126165
"4",12,4,0.948434942227323,0.838975476217456
"5",12,5,0.880484887049533,0.803810564160813
"6",12,6,0.95292869588593,0.943728573562112
"7",12,7,0.949279335211031,0.925523469340988
"8",12,8,0.99235461524222,0.922578055760823
"9",12,9,0.893559104646556,0.99218488187762
"10",12,10,0.99038500332972,0.991527054808103
"11",12,11,0.771884819550905,0.775676592253149
"12",12,12,0.780690540093929,0.971761385386344
"13",12,13,0.965525895939209,0.814790151198395
"14",12,14,0.894472807995044,0.751087451237254
"15",12,15,0.7568470047554,0.844432577374391
"16",12,16,0.847350695927162,0.995734517346136
"17",12,17,0.955282206181437,0.973368942562956
"18",12,18,0.832078601233661,0.974274380190764
"19",12,19,0.961248847190291,0.818512660451233
"20",12,20,0.905856711964589,0.799827028415166
"21",12,21,0.872777308570221,0.864941621141043
"22",12,22,0.994082230783533,0.90175194729818
"23",12,23,0.990595755632967,0.850085220881738
"24",12,24,0.785941047826782,0.936432932212483
