"","Day","Hour","x","y"
"1",17,1,0.132104281475767,0.127675849106163
"2",17,2,0.0790008956566453,0.193031224515289
"3",17,3,0.0649905402213335,0.0563351396936923
"4",17,4,0.0651844177395105,0.151413035159931
"5",17,5,0.170531888399273,0.0708866436500102
"6",17,6,0.131897900393233,0.110164003446698
"7",17,7,0.0863253930117935,0.0949548659380525
"8",17,8,0.103629891108722,0.0663680982310325
"9",17,9,0.112150061968714,0.156635671202093
"10",17,10,0.0780556640587747,0.0902628833893687
"11",17,11,0.113181858509779,0.108349191723391
"12",17,12,0.0332049728371203,0.0968531236983836
"13",17,13,0.134803523542359,0.0675199794117361
"14",17,14,0.18369840499945,0.0338078160304576
"15",17,15,0.0320785149466246,0.127933124173433
"16",17,16,0.0172623072750866,0.132932551391423
"17",17,17,0.156915615266189,0.0403573191259056
"18",17,18,0.119717922434211,0.0475374252069742
"19",17,19,0.157713226694614,0.0819311033468694
"20",17,20,0.155815719626844,0.0476358959916979
"21",17,21,0.188304692972451,0.153256133338436
"22",17,22,0.0825166137423366,0.138301996141672
"23",17,23,0.00589366252534091,0.0194757728371769
"24",17,24,0.191835847264156,0.100691362144426
