"","Day","Hour","x","y"
"1",15,1,0.033028312958777,0.950883839046583
"2",15,2,0.0749805644154549,0.189675367902964
"3",15,3,0.193595073185861,0.21619748743251
"4",15,4,0.75926270452328,0.379158548777923
"5",15,5,0.380857253214344,0.420307024382055
"6",15,6,0.797052934532985,0.815656143473461
"7",15,7,0.869569199858233,0.207835471723229
"8",15,8,0.610735622467473,0.639074754435569
"9",15,9,0.753575531998649,0.653569805203006
"10",15,10,0.806405370589346,0.311332011129707
"11",15,11,0.769163766643032,0.906246157130226
"12",15,12,0.115289956331253,0.476734115974978
"13",15,13,0.48032882832922,0.976329441647977
"14",15,14,0.0279100523330271,0.654720461927354
"15",15,15,0.368144027655944,0.905365779995918
"16",15,16,0.322156579000875,0.740065588383004
"17",15,17,0.492737281136215,0.220188535284251
"18",15,18,0.377232382073998,0.0543739418499172
"19",15,19,0.601382465101779,0.933409460587427
"20",15,20,0.457490911940113,0.0858938025776297
"21",15,21,0.227110716048628,0.000785916578024626
"22",15,22,0.761698196874931,0.865686553064734
"23",15,23,0.756480502896011,0.429861920885742
"24",15,24,0.775081146974117,0.385335149941966
