"","Day","Hour","x","y"
"1",18,1,0.663748503895476,0.664624745259061
"2",18,2,0.75082377740182,0.259740810841322
"3",18,3,0.703834018902853,0.530356278643012
"4",18,4,0.930501771392301,0.431581483222544
"5",18,5,0.342316404916346,0.50971420831047
"6",18,6,0.92919222288765,0.692158239195123
"7",18,7,0.587606077315286,0.339034932199866
"8",18,8,0.36232554866001,0.614904523128644
"9",18,9,0.364601999986917,0.286591603886336
"10",18,10,0.956815514713526,0.47365203872323
"11",18,11,0.209805769380182,0.239892743062228
"12",18,12,0.0561951496638358,0.57459480012767
"13",18,13,0.729313583811745,0.855322559829801
"14",18,14,0.736973487772048,0.961216437164694
"15",18,15,0.192835233174264,0.667948967544362
"16",18,16,0.480172382667661,0.347491426160559
"17",18,17,0.66247189976275,0.447644513333216
"18",18,18,0.435334338573739,0.186067103873938
"19",18,19,0.735780482878909,0.823410978307948
"20",18,20,0.447158247465268,0.424093345645815
"21",18,21,0.871225025039166,0.00807249150238931
"22",18,22,0.580582661321387,0.61238960409537
"23",18,23,0.107386105926707,0.369624419137836
"24",18,24,0.0433428140822798,0.166219423525035
