"","Day","Hour","x","y"
"1",1,1,0.36660398354891,0.442098340677551
"2",1,2,0.144305645704707,0.714547985908263
"3",1,3,0.595090715387825,0.66822021596067
"4",1,4,0.323586532405315,0.512604317870938
"5",1,5,0.247142239074833,0.76616606793733
"6",1,6,0.486601475322206,0.723225443652928
"7",1,7,0.578377851839928,0.831949739324668
"8",1,8,0.721759480018535,0.832629422680357
"9",1,9,0.595071749402976,0.265849398757913
"10",1,10,0.662082843901981,0.554868675467305
"11",1,11,0.979476104569467,0.112194541484864
"12",1,12,0.248522332428904,0.0610325744697547
"13",1,13,0.349288433864047,0.791747855533868
"14",1,14,0.205779569303769,0.930221171057612
"15",1,15,0.188361126746002,0.775126785551818
"16",1,16,0.28772360490902,0.56828666124551
"17",1,17,0.772498744571862,0.411303076345945
"18",1,18,0.480115351545411,0.36377922602441
"19",1,19,0.584850435948219,0.34254518701178
"20",1,20,0.243439784742877,0.81553394974734
"21",1,21,0.346961727368118,0.798550424917935
"22",1,22,0.052622123938524,0.789151449363039
"23",1,23,0.75661688304033,0.485802969319814
"24",1,24,0.454399723994279,0.666515743761446
"25",2,1,0.34464070104725,0.154691541702998
"26",2,2,0.364601046801301,0.502729704298947
"27",2,3,0.45718275614557,0.892015790988314
"28",2,4,0.746221716182093,0.786767361336594
"29",2,5,0.36761100608903,0.686041833427156
"30",2,6,0.932379893249954,0.721927704513101
"31",2,7,0.360885375014986,0.419591037615908
"32",2,8,0.784765175597726,0.788921546760032
"33",2,9,0.972908776153832,0.614812791407718
"34",2,10,0.736173385462166,0.203015135540038
"35",2,11,0.587133400032814,0.0883451419470865
"36",2,12,0.158015646501255,0.588037091169281
"37",2,13,0.428495708650069,0.851437702007904
"38",2,14,0.216451281054548,0.735002839162933
"39",2,15,0.25120658661207,0.546394193064697
"40",2,16,0.299946450948175,0.848434129640533
"41",2,17,0.898988566886986,0.670522991525996
"42",2,18,0.0528523259214338,0.0694903436901401
"43",2,19,0.271716768478806,0.322484441266617
"44",2,20,0.725121644682985,0.559317526218814
"45",2,21,0.231490459846672,0.166105387585934
"46",2,22,0.11439789337521,0.760742515139446
